"ID","vx","vy","vz"
"a0003309","8269.89307780405","-10011.7423978076","19877.4023691858"
"a0003343","8663.98815868241","-2605.59628223886","20834.2742024458"
"a0003352","-478.71078951565","-4510.71877204179","-1156.64144950383"
"a0003353","10749.2630172968","-1229.22109245008","25887.7145708028"
"a0003360","6222.87342315581","2461.16806862399","15026.9220937312"
"a0003361","940.377574865054","-4120.56759611691","2245.51652169905"
"a0003392","-1365.71698973643","-9575.48569668591","-3316.37555916393"
"a0003397","-836.729833881869","-6000.5541271056","-2021.9994764308"
"a0003400","-1788.89982201231","-11900.3133287429","-4322.73384068842"
"a0003401","-0.653816783543438","7259.89885304961","7.54076977230283"
"a0003402","9214.52787340552","5944.18115366342","22191.2121621691"
"a0003416","7615.74881344687","9251.62846851542","18355.2654889937"
"a0003443","10414.5112780831","4638.42568344313","25066.9889277638"
"a0003447","593.454310398459","-18753.1870767766","1396.59925763793"
"a0003483","3714.6675369719","17541.3555483687","8971.17669420818"
"a0003496","-647.753231664747","11062.8092555145","-1523.74638833551"
"a0003551","4216.18739236241","11797.7889089517","10171.6641928372"
"a0003552","7021.28999467273","6727.60531253432","16946.4929088881"
"a0003553","1072.59842170669","-8140.63857614742","2571.71608914769"
"a0003581","9118.82043940594","10798.1496942112","21956.1579985819"
"a0003635","-2721.61146875841","-5518.60744454269","-6561.31860898244"
"a0003671","7483.49113119891","1028.51359960567","18001.3677123521"
"a0003674","2668.48519927706","13352.5465670092","6447.39468846929"
"a0003691","5393.96689478106","-10874.4339950306","12946.9819172593"
"a0003737","4630.55199685751","14498.510208165","11177.553297291"
"a0003752","-157.464193796295","-1290.78830502515","-323.956027094089"
"a0003757","-16.0613165684579","2055.27810791636","-27.5029735982795"
"a0003800","6022.06747852574","-14581.9871635349","14464.0898432921"
"a0003833","6361.40736441355","13082.9717288321","15324.6274004995"
"a0003838","5610.25239541623","-0.0340912356658123","13565.4293071823"
"a0003854","-825.061315854978","1274.76074977531","-1979.46605766288"
"a0003858","8543.77385527308","12193.3284467712","20588.606216362"
"a0003873","-723.443905562393","-12635.2655060287","-1758.07869174286"
"a0003880","8744.91407405276","14641.3799834846","21074.1629640671"
"a0003908","2867.22928673184","11030.9441820257","6934.90868303198"
"a0003920","5601.39669916204","17170.3342084887","13503.430307255"
"a0003940","-2632.62034845213","-11520.5870835712","-6330.7892175102"
"a0003988","7448.85531482955","6427.7006075393","17951.9087595609"
"a0004015","4605.38509978722","10502.0130680711","11125.3759344712"
"a0004031","-275.328818883537","10667.2187920357","-639.023487995881"
"a0004034","1417.13008288497","1042.96356293973","3422.22762028979"
"a0004055","7836.03783122482","8279.94621803458","18853.0759818239"
"a0004116","-1352.99327420483","-12930.6843546898","-3248.41832125356"
"a0004125","10142.7243921798","7915.71862632231","24439.0315891802"
"a0004142","-997.836793422489","-3527.20060718511","-2390.3113253893"
"a0004179","2005.30691717199","8915.5688601981","4860.87316849406"
"a0004183","2602.72672905926","-7019.09491613513","6215.37044699476"
"a0004197","2186.92469348868","-2534.10356416862","5217.11694282431"
"a0004205","3156.31082085873","14620.1530419133","7618.26486318353"
"a0004232","-3632.9108837041","1124.04564734053","-8733.5516073141"
"a0004257","353.391525876511","2123.79733623953","869.264337668908"
"a0004276","-1806.94433522495","6578.27267797178","-4313.5359651854"
"a0004341","1714.87340447419","-2156.15683004309","4127.38645121581"
"a0004401","749.511064996022","2264.85135259822","1822.09557249038"
"a0004435","-507.695709065906","4881.88838738167","-1217.61471228594"
"a0004440","-1836.60726855532","-12377.3432052039","-4445.60594926138"
"a0004450","5431.59448817529","-3701.52958644496","13054.8901628483"
"a0004451","8645.88760598986","11540.0981399521","20818.7329436203"
"a0004464","7933.37536204207","14428.1937045993","19123.3117022325"
"a0004483","4144.48705516374","19375.6821172981","9973.32165321489"
"a0004486","6186.67278917112","-3902.03147396843","14869.1014224896"
"a0004487","3974.21166001713","13349.9221298981","9576.73463194316"
"a0004490","-385.562769392092","15625.9850867502","-903.450123895035"
"a0004503","-836.271690665438","-4739.59697069705","-2021.8655203646"
"a0004531","835.405421970616","-16327.7141381819","1978.65780835122"
"a0004544","4419.04542304321","8466.89937202974","10695.3446784574"
"a0004558","6695.84539588225","12725.0780815327","16142.3771089104"
"a0004581","1480.305915554","3394.34386964292","3576.85915896808"
"a0004587","8952.74282546995","-4332.92695259814","21544.0636737617"
"a0004596","1414.35424002634","9452.75182434701","3415.23863103767"
"a0004660","176.655722926472","-1706.9067493089","415.921720129144"
"a0004674","-3348.9865051934","-2216.17323628788","-8068.43693210508"
"a0004688","-431.928861022646","1722.5513734577","-1042.98365889363"
"a0004690","1569.6914623256","15290.0497484137","3797.40127152464"
"a0004713","10267.1293478947","-8471.3068450853","24679.6970794881"
"a0004736","544.925866928283","11409.5119335189","1325.94974995728"
"a0004764","10160.2866686765","9958.14639502715","24439.7936495123"
"a0004765","4065.94548643973","-18742.1155514099","9757.86034381305"
"a0004769","1904.76827344531","1610.20871631618","4582.7086142906"
"a0004775","6312.199827059","12761.0162981381","15234.5639820407"
"a0004868","11417.109274859","-253.702819416478","27475.0924538644"
"a0004898","-305.546635550047","-14683.7272275889","-762.392818333621"
"a0004910","7860.62751371671","14465.7660019103","18936.4849718586"
"a0004947","1230.35959352089","10238.5824252587","2967.74184746834"
"a0004953","2917.05063146722","-4352.82310303328","6986.16138185516"
"a0004954","1790.17763723375","9124.45363856758","4349.67208742581"
"a0004957","6225.79742601027","9902.73290286703","15008.8716783237"
"a0004995","1232.23254304086","12388.1656836779","2989.49019756721"
"a0005011","910.550296203456","-2140.85995419143","2175.46467407805"
"a0005038","9800.49717284878","1294.9265431457","23581.1827538881"
"a0005066","9634.49835131566","-4627.11464062696","23143.7578455974"
"a0005131","6135.85283744749","-3153.76437407509","14698.0251174704"
"a0005143","3263.46059908254","-4051.60568315878","7778.75990140199"
"a0005175","2594.81670194725","-19468.0082714231","6237.40692324229"
"a0005189","6855.49365845021","2178.19921873373","16510.5000135611"
"a0005230","-2500.95647889624","892.269467767332","-6016.86469025928"
"a0005246","8793.78036875174","11107.0616308839","21178.0309181514"
"a0005253","537.487487020971","-9188.78813193598","1289.09517388117"
"a0005261","7381.39312677701","12170.9280696523","17786.741663844"
"a0005275","7115.92884226163","15786.1065595688","17149.032561788"
"a0005324","7166.11970193792","7285.84726755468","17290.537214241"
"a0005332","-1033.59601797784","2741.62074509042","-2457.0928261955"
"a0005349","263.987172720998","4565.52910306004","651.097735987253"
"a0005370","6572.72413556889","11180.6250614572","15824.3619594162"
"a0005378","-3321.88917139822","2677.65624951062","-8003.43999591699"
"a0005384","127.881461563703","-10420.5511282743","296.718659259492"
"a0005390","-899.462378700816","15393.5479307635","-2123.07818951134"
"a0005392","1132.52671906525","-12533.098354114","2702.99269606262"
"a0005407","6911.29648555165","-11630.6965667717","16607.3572973069"
"a0005426","848.507635269345","-14125.9575388199","2034.32988381744"
"a0005427","11169.633039452","2931.94746514837","26891.8767725277"
"a0005475","-1413.77982021595","12678.2248336683","-3364.76907419723"
"a0005477","6221.94199960336","16202.9503951046","15003.9281243739"
"a0005496","6529.84804750795","-3725.50625435806","15638.0509648056"
"a0005510","6747.38727614241","16146.0895771669","16260.7160065111"
"a0005558","-289.755579168577","15492.19589832","-674.186228682781"
"a0005577","8054.78261665547","12690.0349357381","19388.9793146537"
"a0005579","7328.62847936334","13378.4681255807","17649.240222674"
"a0005585","8179.58630600052","12660.4827334306","19718.4547893355"
"a0005587","8287.27830989988","-1169.78238795934","19948.7223565792"
"a0005620","8692.13341087588","318.794836088937","20914.3557032519"
"a0005621","9234.87250684338","793.655346011877","22236.5903037242"
"a0005626","1317.66284687752","11175.5475383994","3197.66612847708"
"a0005627","9806.21107888268","-10705.8377699599","23565.4451728091"
"a0005639","9387.85268186292","-12869.7028901915","22578.7755147713"
"a0005641","5835.6851742803","-16125.288861621","14035.616997398"
"a0005642","7088.24939428042","14405.9134568315","17106.9946948269"
"a0005645","927.384393758002","1406.16592408359","2249.01966156774"
"a0005646","5541.32780389111","12415.3178999478","13379.8472250062"
"a0005649","356.047386822121","9164.61537322105","885.849640055188"
"a0005653","-202.050953051324","-6819.21237143986","-504.923022240453"
"a0005660","2887.55470255091","1711.62454424581","6926.33210644219"
"a0005682","6372.96343640753","16394.9713352203","15358.4290486009"
"a0005693","4311.79335345329","5687.36214924013","10430.8720825967"
"a0005720","-293.210407180295","-7682.40677838691","-712.904091232225"
"a0005731","1172.17149951248","-4691.94336090405","2776.83173909115"
"a0005732","-1170.83451808695","-6149.21548933113","-2840.01161079597"
"a0005738","-1863.25917886611","-4860.30631482101","-4504.76953556781"
"a0005751","575.817028111672","-9029.29673898545","1384.05644754191"
"a0005786","3504.82325225554","-1593.58304920061","8437.21485979923"
"a0005797","-229.652482747844","-925.353561320244","-562.172258730618"
"a0005806","2016.24158819502","16697.6661770594","4873.03512868115"
"a0005817","396.238162751309","9830.83177366168","975.77081377275"
"a0005828","5914.82938178858","41.8011032067071","14182.3314394063"
"a0005836","7649.17577585822","6982.91531814818","18436.510647066"
"a0005841","3003.89342776217","17310.7356181419","7267.63880136948"
"a0005863","8346.31847772258","642.672196713778","20081.0260083957"
"a0005867","8898.07748193844","5448.04008158366","21418.453967442"
"a0005869","-1257.76052358158","1529.63953716095","-3038.45305616404"
"a0005870","-1807.27672941207","10000.9285798896","-4327.61712886948"
"a0005871","4123.22265913788","17476.9441708081","9957.86366290411"
"a0005879","217.483240662389","-7804.84390433314","534.081479700233"
"a0005892","-2453.61794993321","5663.76056425191","-5890.92841739676"
"a0005899","1158.52301041189","17069.3011641802","2813.17712587246"
"a0005905","6127.9133740175","17645.3674395469","14747.7348611837"
"a0005929","-256.59621540573","14548.9794706281","-586.835089488104"
"a0005967","9437.2136372115","-13305.0069265643","22687.9507288705"
"a0005968","-46.1659761664668","-17405.3643822954","-105.05621632762"
"a0005999","231.306487503104","-10470.4484595416","548.982204128045"
"a0006029","-204.094780934268","-13492.1669539755","-487.678866958849"
"a0006037","1840.9838598244","4394.5200267677","4452.94971119602"
"a0006041","10188.7726825756","6064.57629543691","24529.2507788215"
"a0006042","2905.03136201686","17867.8647163389","7028.57847183466"
"a0006047","1065.68876563514","-1659.08847504727","2550.71134632089"
"a0006050","3607.40699378086","13684.1523120895","8719.64248659592"
"a0006053","3222.78227310611","9454.22598749985","7799.47912814912"
"a0006063","2312.18970783852","-3697.8052840225","5532.08199576714"
"a0006087","5854.70852099567","-18288.5098752822","14083.0172422902"
"a0006107","5237.25986788936","-17148.9907882182","12584.1212290354"
"a0006130","7385.13738648913","10953.6591601842","17768.7224071345"
"a0006141","-818.382028290651","8357.03623537974","-1966.84865529142"
"a0006163","5622.78201465292","18059.1030994586","13540.3764677065"
"a0006170","-826.225142464518","-4517.65853190479","-1998.08361000507"
"a0006172","195.370630064838","12346.4082916526","476.104429126041"
"a0006178","3753.35529377607","-12638.340130314","8997.31061447388"
"a0006183","2690.24928204697","15631.676161549","6492.89774574708"
"a0006239","5027.46153926873","-5919.27056394519","12065.5107596891"
"a0006249","4164.3715083894","17165.6038412953","10023.390773571"
"a0006250","-67.6438947266294","-16185.2010683505","-169.314406535589"
"a0006261","-2602.93799742357","1545.13200488682","-6247.52460112925"
"a0006263","7689.02211599278","14918.0843730897","18525.7397233777"
"a0006271","10350.7784218353","-3646.91791619898","24926.2174594204"
"a0006296","-393.281860888072","-12959.7245799465","-938.5464190114"
"a0006310","-2820.24734038562","228.376325152415","-6763.00210235808"
"a0006318","-831.728173453122","5006.20634292499","-1959.42428160978"
"a0006322","-1717.93822633361","-2090.80990940348","-4119.34361504387"
"a0006382","2203.26313972914","-18238.3741238874","5267.21339174367"
"a0006384","5754.60594286747","16076.3869830082","13871.3996680855"
"a0006386","1935.06163689606","16764.7120776962","4686.46708132111"
"a0006394","5773.68449889828","18489.4781447509","13897.5832412689"
"a0006411","-1956.1467493823","9125.02254025237","-4687.35297655397"
"a0006435","-337.251404797983","-16102.2364251849","-802.708597589735"
"a0006444","4224.43270800686","17003.2527793426","10197.3722619811"
"a0006446","-585.720873999934","13810.3287199277","-1392.23115884833"
"a0006447","2503.18718882272","18365.0460331273","6032.19617952714"
"a0006455","5769.48464768371","1626.01106880314","13893.3507224602"
"a0006456","8471.87393564137","4807.78173897491","20413.4965269229"
"a0006461","-1829.32911028884","12480.1928764927","-4383.03252369886"
"a0006485","2852.4559335604","16752.1264422966","6873.25632022815"
"a0006487","10616.5377933576","-747.660189046553","25549.7833154552"
"a0006489","7605.96452495721","-607.145018148165","18310.6001430549"
"a0006490","9329.90082142703","9150.85049256368","22488.7846081953"
"a0006491","7399.09260550312","-2822.45383573247","17810.4979558508"
"a0006493","1950.52310422829","18659.7071430245","4709.22406556175"
"a0006500","-2415.99007209558","6756.19121274024","-5809.71183464741"
"a0006517","11269.6357180978","-1202.61952794655","27100.2436376406"
"a0006523","8039.93318461536","704.882098091078","19359.7812045158"
"a0006564","1191.42711190771","-12601.7678556888","2894.06516472085"
"a0006569","8807.98593068643","-415.272122539933","21172.9973577102"
"a0006585","699.174866160689","10346.5376291674","1714.98245351707"
"a0006602","-779.737872712566","6059.92290860272","-1866.97931251773"
"a0006611","1374.48226546153","-6903.06158398661","3280.60643169477"
"a0006618","-1225.23332116282","4186.1646257004","-2945.42794247722"
"a0006635","-3186.51247823522","2710.84881861545","-7662.77386190975"
"a0006646","-1516.60153243475","4218.56827153497","-3644.193709433"
"a0006847","-1310.89262283197","513.721996516525","-3137.24572221984"
"a0006859","11308.8143259326","1125.82491302069","27202.433478873"
"a0006870","376.062979306035","16344.1446136523","922.935853065638"
"a0006874","9407.51065029894","6358.31250289367","22646.4287050006"
"a0006901","790.825471748802","13153.4723611613","1912.95141226356"
"a0006909","4689.64004531446","11857.0526846983","11326.7597642084"
"a0006911","3635.40173687706","19006.9969276137","8752.69369920661"
"a0007002","7514.88796785117","14177.2399664421","18106.7135519749"
"a0007025","-264.69853920607","-1337.8690793127","-627.005090387036"
"a0007079","8653.43007908254","11908.0029218154","20843.8477864245"
"a0007086","3274.4014574199","18852.2050898307","7880.68926138496"
"a0007087","-2746.74950750311","-8582.89626543232","-6617.04452264928"
"a0007088","-865.708637413851","1224.4027209838","-2068.71428744926"
"a0007092","2292.62050365671","-6049.413415459","5479.54360823084"
"a0007096","773.754391695157","12936.8159985312","1887.90857873159"
"a0007173","8644.91133903116","16525.0043072399","20823.1620961893"
"a0007187","1922.02572594019","15082.6855204966","4649.96431416321"
"a0007236","8142.01680395634","1535.74340898691","19623.6748360854"
"a0007247","2401.73266503482","18209.7361610811","5783.68578019505"
"a0007267","-561.628875178896","-8285.50304180409","-1376.88830494801"
"a0007304","7079.81616692163","-13668.523439883","17011.7571942753"
"a0007330","-2685.58861879799","6189.67772335268","-6457.97648444196"
"a0007335","6866.09891460835","2183.04569625222","16525.6705480336"
"a0007336","5188.71787599272","12671.6553532551","12513.1362796303"
"a0007341","319.491027967293","-901.935774957804","754.650020797117"
"a0007345","6236.76820398289","16933.4060279255","15038.1090786523"
"a0007350","561.791595656914","-1005.32462086261","1355.84181818151"
"a0007358","5091.36787239217","11587.6728912293","12290.7250067467"
"a0007369","2759.00246914554","14987.0475251962","6658.58003416249"
"a0007445","7738.61445586736","14829.177167868","18647.0532629062"
"a0007467","-1239.92289178893","-2122.42393349893","-2972.7540838851"
"a0007474","4260.57090934408","12151.1258080614","10290.4803583459"
"a0007480","2993.60872347694","11675.4071801375","7237.41660972659"
"a0007482","2617.1854580607","-7768.22101895313","6300.64362336896"
"a0007488","4396.29973139752","-19473.0098965984","10573.6673469114"
"a0007505","3417.67782814321","17948.7698997631","8258.38765109094"
"a0007560","3699.61366805433","17600.3811180367","8929.22139078606"
"a0007579","-1074.85819152593","-15326.9319498071","-2614.15140018274"
"a0007604","-4.74302209948649","10761.8428376588","13.8091033239853"
"a0007660","-2364.08155561774","8220.28266309988","-5675.71928907635"
"a0007723","3015.17173300272","17560.3866351287","7286.43983168204"
"a0007747","9209.49168186609","10714.0779364196","22186.1638037727"
"a0007753","4718.00390975768","8038.19544051494","11400.4875352753"
"a0007778","9192.20398811352","10301.9868671396","22138.9606974046"
"a0007781","9022.68790391384","12563.5870785849","21744.814521585"
"a0007783","-2722.79094491544","-2768.13399378564","-6530.1234359285"
"a0007816","1669.1468173535","16648.1694231456","4042.62146768714"
"a0007818","-628.516694478838","12195.2674607834","-1495.3793584666"
"a0007822","1537.66490507973","7988.60742958149","3710.78605848883"
"a0007829","-3185.40985299546","2782.71468087098","-7674.51624777679"
"a0007839","5935.03940988879","8138.7132093333","14290.2976923865"
"a0007870","1442.07709540984","16208.8923430115","3494.55937691904"
"a0007888","746.117810897774","-3858.14912429131","1813.2906821544"
"a0007889","461.601153734362","190.666842233783","1166.76600726462"
"a0007958","6750.5757010908","17334.425340844","16249.734620592"
"a0007959","8626.29251867707","14565.545316636","20777.0362712985"
"a0007977","2557.27656973832","12350.2644986676","6177.23202817276"
"a0008013","8024.03337162763","-6510.86418928337","19291.0421507193"
"a0008014","6585.31841692068","7165.08507316718","15878.6557035613"
"a0008024","1344.30650667066","-18667.2413993211","3201.5555395667"
